field.latitude,field.longitude
37.543893,127.0784801
37.5438929,127.0784781
37.5438928,127.0784761
37.5438925,127.0784743
37.5438923,127.0784727
37.5438921,127.0784709
37.5438918,127.0784687
37.5438914,127.0784669
37.5438913,127.0784651
37.5438907,127.0784614
37.5438905,127.0784598
37.5438903,127.0784581
37.5438901,127.0784563
37.54389,127.0784546
37.54389,127.0784528
37.5438898,127.0784511
37.5438894,127.078449
37.5438891,127.0784473
37.5438887,127.0784454
37.5438881,127.0784433
37.5438878,127.0784413
37.5438877,127.0784396
37.5438876,127.0784378
37.5438876,127.078436
37.543887,127.0784321
37.5438868,127.0784303
37.5438867,127.0784285
37.5438863,127.0784264
37.5438862,127.0784245
37.5438862,127.078423
37.543886,127.0784212
37.5438857,127.0784192
37.5438853,127.0784175
37.543885,127.0784155
37.5438849,127.0784137
37.5438847,127.0784116
37.5438843,127.0784096
37.5438842,127.0784078
37.543884,127.078406
37.5438838,127.078404
37.5438838,127.078402
37.5438838,127.0783998
37.5438838,127.078398
37.5438835,127.078396
37.5438833,127.078394
37.5438836,127.0783903
37.5438832,127.0783884
37.5438829,127.0783865
37.5438826,127.0783847
37.5438824,127.0783828
37.5438822,127.078381
37.5438819,127.0783792
37.5438816,127.0783772
37.5438814,127.0783755
37.5438812,127.0783736
37.5438807,127.0783716
37.5438803,127.0783698
37.5438801,127.0783681
37.5438799,127.0783663
37.5438798,127.0783645
37.5438796,127.078363
37.5438794,127.0783612
37.5438789,127.0783591
37.5438786,127.0783557
37.5438784,127.0783539
37.5438782,127.0783521
37.5438781,127.0783503
37.5438774,127.0783448
37.5438768,127.0783412
37.5438767,127.0783396
37.5438767,127.078338
37.5438765,127.0783366
37.5438761,127.078335
37.5438759,127.0783331
37.5438756,127.0783312
37.5438756,127.0783292
37.5438757,127.0783274
37.5438755,127.0783257
37.5438754,127.0783239
37.5438753,127.0783223
37.5438752,127.0783205
37.5438752,127.0783186
37.543875,127.0783167
37.543875,127.0783147
37.5438748,127.0783128
37.5438746,127.0783111
37.5438743,127.0783094
37.5438741,127.0783077
37.5438738,127.0783058
37.5438737,127.0783018
37.5438735,127.0782998
37.5438733,127.0782979
37.5438729,127.078294
37.5438724,127.07829
37.5438721,127.0782879
37.5438719,127.078286
37.5438717,127.0782842
37.5438715,127.0782823
37.5438714,127.0782805
37.5438711,127.0782787
37.5438708,127.0782768
37.5438709,127.0782749
37.5438708,127.0782732
37.5438704,127.0782712
37.5438702,127.0782693
37.5438701,127.0782676
37.5438698,127.0782658
37.5438696,127.0782637
37.5438694,127.0782618
37.5438691,127.0782598
37.5438687,127.0782579
37.5438681,127.0782537
37.5438678,127.0782518
37.5438674,127.0782499
37.543867,127.0782458
37.5438668,127.0782437
37.5438665,127.0782417
37.5438662,127.0782396
37.543866,127.0782377
37.5438655,127.0782336
37.5438654,127.0782317
37.5438652,127.0782298
37.543865,127.0782278
37.5438648,127.078226
37.5438646,127.0782243
37.5438643,127.0782222
37.5438642,127.0782201
37.543864,127.0782182
37.5438637,127.0782163
37.5438635,127.0782145
37.5438634,127.0782127
37.5438633,127.0782109
37.5438631,127.0782089
37.5438629,127.0782067
37.5438625,127.078201
37.5438624,127.078199
37.5438621,127.0781972
37.5438618,127.0781954
37.5438617,127.0781896
37.5438615,127.0781878
37.5438613,127.0781858
37.543861,127.0781838
37.5438608,127.0781819
37.5438605,127.0781801
37.5438602,127.0781781
37.5438599,127.0781762
37.5438593,127.0781724
37.5438589,127.0781706
37.5438585,127.0781687
37.5438581,127.0781668
37.5438578,127.0781649
37.5438576,127.0781629
37.5438573,127.0781613
37.5438569,127.0781594
37.5438565,127.0781574
37.5438561,127.0781556
37.5438556,127.0781536
37.5438552,127.0781518
37.5438548,127.0781499
37.5438543,127.0781478
37.5438539,127.0781458
37.5438528,127.0781421
37.5438524,127.0781403
37.5438519,127.0781384
37.5438514,127.0781368
37.5438509,127.078135
37.5438502,127.0781329
37.5438497,127.0781313
37.543849,127.0781297
37.5438482,127.078128
37.5438474,127.078126
37.5438467,127.0781244
37.5438459,127.0781228
37.5438451,127.0781211
37.5438443,127.0781194
37.5438436,127.078118
37.5438427,127.0781165
37.5438416,127.0781149
37.5438407,127.0781136
37.5438397,127.0781121
37.5438387,127.0781107
37.5438365,127.0781081
37.5438353,127.078107
37.5438342,127.0781056
37.543833,127.0781044
37.5438318,127.0781033
37.5438305,127.0781024
37.5438292,127.0781013
37.5438279,127.0781004
37.5438252,127.0780981
37.5438238,127.0780971
37.5438225,127.078096
37.5438185,127.0780932
37.5438172,127.0780924
37.5438157,127.0780914
37.5438143,127.0780905
37.5438129,127.0780895
37.5438117,127.0780885
37.5438104,127.0780875
37.5438091,127.0780868
37.5438079,127.078086
37.5438066,127.0780851
37.5438052,127.0780844
37.5438038,127.0780837
37.5438025,127.078083
37.5438009,127.0780824
37.5437994,127.0780819
37.5437966,127.0780808
37.5437952,127.0780802
37.5437938,127.0780797
37.5437925,127.078079
37.5437911,127.0780783
37.5437897,127.0780778
37.5437884,127.0780774
37.5437869,127.078077
37.5437854,127.0780765
37.5437824,127.0780756
37.543781,127.078075
37.5437796,127.0780746
37.5437782,127.0780743
37.5437768,127.078074
37.5437754,127.0780737
37.5437739,127.0780734
37.5437724,127.078073
37.543771,127.0780726
37.5437695,127.0780724
37.543768,127.0780722
37.5437666,127.078072
37.5437652,127.0780717
37.5437636,127.0780715
37.5437621,127.0780714
37.5437607,127.0780711
37.5437591,127.0780707
37.5437576,127.0780704
37.5437563,127.0780701
37.5437549,127.0780698
37.5437533,127.0780696
37.5437518,127.0780693
37.5437503,127.0780691
37.5437488,127.0780689
37.5437472,127.0780685
37.5437457,127.0780682
37.5437423,127.0780679
37.5437392,127.0780673
37.5437376,127.0780669
37.543736,127.0780666
37.5437345,127.0780663
37.543733,127.0780661
37.5437314,127.0780659
37.5437298,127.0780658
37.5437283,127.0780656
37.5437268,127.0780653
37.5437251,127.0780651
37.5437237,127.0780649
37.5437224,127.0780646
37.5437208,127.0780643
37.5437192,127.078064
37.5437178,127.0780635
37.5437162,127.0780633
37.5437146,127.0780632
37.5437131,127.078063
37.5437117,127.0780627
37.5437086,127.0780623
37.5437055,127.0780618
37.5437024,127.0780613
37.5437011,127.0780612
37.5436997,127.078061
37.5436982,127.0780607
37.5436967,127.0780604
37.5436938,127.0780599
37.5436924,127.0780596
37.5436909,127.0780593
37.5436896,127.0780591
37.5436881,127.078059
37.5436864,127.0780591
37.5436849,127.078059
37.5436833,127.0780587
37.5436817,127.0780586
37.5436801,127.0780585
37.5436786,127.0780584
37.5436756,127.0780583
37.5436738,127.0780585
37.5436722,127.0780585
37.5436706,127.0780583
37.5436673,127.0780578
37.5436658,127.0780577
37.543664,127.0780574
37.5436623,127.0780573
37.5436607,127.0780571
37.5436593,127.0780567
37.5436562,127.0780567
37.5436548,127.0780567
37.5436533,127.0780566
37.5436516,127.0780566
37.5436501,127.0780567
37.5436486,127.0780566
37.543647,127.0780566
37.5436454,127.0780565
37.543644,127.0780564
37.5436426,127.0780562
37.5436411,127.0780563
37.5436396,127.0780564
37.543638,127.078056
37.5436365,127.0780557
37.543635,127.0780555
37.5436336,127.0780554
37.5436321,127.0780552
37.5436307,127.078055
37.5436292,127.0780547
37.5436277,127.0780545
37.5436262,127.0780542
37.5436247,127.0780538
37.5436233,127.0780535
37.5436206,127.078053
37.5436179,127.0780526
37.5436165,127.0780523
37.5436151,127.0780521
37.5436136,127.0780521
37.543612,127.0780519
37.5436106,127.0780518
37.5436092,127.0780519
37.5436075,127.0780518
37.543606,127.0780517
37.5436042,127.0780514
37.5436028,127.0780512
37.5436014,127.0780512
37.5436001,127.0780512
37.5435985,127.078051
37.5435969,127.0780507
37.5435954,127.0780507
37.543594,127.0780508
37.543591,127.0780498
37.5435895,127.0780499
37.543588,127.0780498
37.5435865,127.0780493
37.5435849,127.078049
37.5435833,127.0780489
37.5435818,127.0780487
37.5435803,127.0780484
37.5435792,127.0780483
37.5435778,127.0780479
37.5435761,127.0780477
37.5435715,127.0780467
37.5435701,127.0780464
37.5435672,127.0780456
37.5435635,127.0780448
37.5435621,127.0780445
37.543559,127.0780438
37.5435572,127.0780435
37.5435558,127.0780432
37.5435541,127.0780427
37.5435522,127.0780423
37.5435507,127.0780419
37.5435492,127.0780416
37.5435477,127.0780413
37.5435445,127.0780406
37.5435429,127.0780404
37.5435413,127.0780403
37.5435397,127.0780399
37.5435382,127.0780395
37.5435354,127.0780387
37.5435338,127.0780383
37.5435324,127.0780381
37.5435308,127.078038
37.5435293,127.0780378
37.5435277,127.0780374
37.5435263,127.0780371
37.5435248,127.0780367
37.5435233,127.0780366
37.5435218,127.0780363
37.5435203,127.0780359
37.5435187,127.0780357
37.543517,127.0780352
37.543514,127.0780343
37.5435125,127.0780339
37.5435111,127.0780335
37.5435095,127.078033
37.5435062,127.0780325
37.5435047,127.0780321
37.543503,127.0780319
37.5435016,127.078032
37.5435002,127.0780316
37.5434992,127.0780315
37.543498,127.0780315
37.5434967,127.0780315
37.5434957,127.0780315
37.5434945,127.0780311
37.5434934,127.078031
37.5434923,127.0780308
37.5434913,127.0780307
